order_id,product_id,category,quantity,price,order_date
f95f83d2-d8fa-4fef-a851-e4406fc0cdca,915,Videojuegos,6,25.33,2023-07-14
6e358d77-9309-42c4-936a-7531f5921056,948,Hogar,8,303.13,2023-06-30
6a2c9914-8b2e-4808-93b4-14ecd2b90970,452,Hogar,7,372.91,2023-02-02
685c4e9c-8969-42e0-ab5a-f801f7494759,513,Hogar,10,438.25,2023-05-24
d6e5ca65-5d93-4ef8-affd-2232ebf5b281,940,Electrónica,10,301.8,2023-03-04
432bdd16-d6b2-466a-b2e3-c00730cb208e,535,Computadoras,10,380.47,2023-10-21
dd0d876e-4716-4705-958a-1ae4a86b3380,709,Computadoras,7,54.19,2023-09-26
71116430-33cd-40ed-9038-1f412146e6bb,974,Videojuegos,5,179.56,2023-01-31
8643aa7c-7035-4927-9b4f-7bf00187efdc,172,Accesorios,7,261.35,2023-08-13
4760517a-279d-4bfe-90de-0094271dbbe9,392,Videojuegos,5,203.68,2023-07-02
0c00d364-3a58-4572-b1bb-82b384900054,729,Videojuegos,7,133.73,2023-06-28
fbfc8969-a38c-4c9b-835b-cf7ab34962d9,274,Accesorios,1,439.3,2023-02-23
ca045473-34fa-476d-98bc-843be3a631ec,848,Accesorios,2,248.2,2023-04-17
f837947a-fe02-4f86-92e5-aa650066b53d,996,Hogar,4,384.31,2023-12-16
8379a30e-d735-44c4-9383-8311b53464c3,178,Accesorios,1,317.77,2023-03-01
95b8b690-87eb-46d4-9080-e92b94df5d93,766,Hogar,6,146.56,2023-04-14
35064878-dcf2-4199-8a1d-ba85503586ec,308,Accesorios,7,34.92,2023-01-03
e184e1fc-8aa7-403e-9352-4533e9e3fdc3,430,Accesorios,6,161.33,2023-06-22
7082167a-84a5-4802-b5c9-037f0cd3a064,608,Electrónica,6,364.81,2023-01-30
245b30e5-7cf0-44b2-833b-4cc8de67e791,384,Computadoras,3,398.24,2023-01-11
1d1b7784-8880-4aaf-93db-32e63b6aa393,381,Accesorios,5,91.2,2023-04-13
89229cde-06b7-41e5-b98b-105317f2dbd7,710,Videojuegos,6,142.85,2023-09-15
d5deb082-9027-4b87-ab72-6baf8248ad73,671,Electrónica,1,98.47,2023-05-23
ee413ff8-da6f-45a1-b441-d2e8f479cb06,371,Electrónica,7,96.65,2023-01-16
8926de04-7027-4e8f-ad24-0b86fb2dfa03,901,Computadoras,5,135.27,2023-09-07
2a260dad-1fc0-4879-bb98-12ab4fe7149a,361,Accesorios,3,136.57,2023-05-31
160f9415-93eb-45dd-8fc8-25ed2f63f952,535,Hogar,6,413.91,2023-03-19
49ab43b6-0dbb-4620-9384-c47735870d0e,482,Computadoras,4,189.23,2023-10-21
2a43f413-fdef-43d7-8a59-6d737a27d9cd,514,Electrónica,9,375.82,2023-01-26
c54c8b07-85b6-429d-b358-825c6b75999c,386,Electrónica,8,300.58,2023-08-16
c201b7d0-4702-44e2-8357-d4940997f23b,142,Hogar,9,288.97,2023-12-09
f83cca3a-51c9-48b6-a735-b14d283573ab,548,Electrónica,9,419.7,2023-04-15
63da347d-c8c0-4cce-8fc1-a47120a0eabf,104,Accesorios,2,196.21,2023-10-30
bb189953-e8f8-4ec0-962b-1cc9992abba5,405,Videojuegos,2,369.2,2023-05-30
03b34358-0dc6-4fd0-9fc4-c6eab7c175da,199,Hogar,10,376.52,2023-12-17
b65eb904-7331-4a22-922d-a2d90462ee2c,889,Accesorios,7,484.77,2023-10-17
57dcf2c7-1cd4-4451-924a-aacd97dd553f,180,Electrónica,4,178.4,2023-09-24
476f9ffa-fab7-42fe-aa55-ba6de78dd448,359,Computadoras,4,25.34,2023-10-24
39655f80-1a15-49f2-b991-260afc4b885b,121,Videojuegos,4,270.04,2023-05-20
e72f3f12-bd0b-4403-b20d-85d7e50bf2b4,221,Computadoras,5,121.74,2023-04-23
c5207e8a-8603-4e64-9215-bbd28cdc7d16,124,Electrónica,1,267.51,2023-08-23
72efe7a3-f4d0-456a-9153-cd6f05125481,683,Hogar,7,451.68,2023-09-11
158ada02-93fb-43ba-a611-f877765f1e9a,943,Accesorios,2,345.23,2023-11-01
8af63360-7afe-4fe7-b6fc-1dfc37e6df68,166,Accesorios,9,284.01,2023-10-20
34d6fa17-37dc-497f-a14d-4a3b0f7fbfc5,617,Videojuegos,5,333.27,2023-01-19
284a9fda-ad42-47e5-9264-920920c9b0b2,476,Computadoras,8,128.86,2023-11-19
03bde84d-0708-4def-8acd-35337beb9eb0,392,Hogar,1,328.63,2023-05-29
0a6c4385-94f7-41bb-b08d-026a8b351697,674,Videojuegos,1,212.23,2023-06-09
10ebaaf6-9429-4868-b6fa-ced3177496e4,333,Hogar,3,173.86,2023-05-27
6051de40-ccca-4b0d-a520-29d40fcf8090,131,Accesorios,10,94.45,2023-12-08
52d6241b-90e7-4bb7-93f0-501dfc76e48d,129,Electrónica,7,327.46,2023-09-10
102f4d57-d22e-4a55-a2eb-a3e3db336edf,661,Hogar,1,102.63,2023-04-23
e58bb7c9-152d-4055-91b1-5af9101e221f,763,Hogar,4,215.27,2023-12-21
b933acf3-6f65-4f21-a51d-71d92f9bd1d8,679,Computadoras,5,271.33,2023-09-05
753e4c50-7491-4338-b322-a10a32ea8bcd,936,Videojuegos,4,149.98,2023-04-11
65756fe0-feb0-4143-a3fa-770ddc4b566d,982,Accesorios,2,478.24,2023-04-11
0856917d-af84-49ba-bf81-2537dde78fe1,850,Hogar,6,177.66,2023-12-17
2da155f2-8b78-4cec-9702-882aff277d7e,273,Hogar,5,103.41,2023-11-30
c62ef6d7-fb11-41f1-9827-697488075494,279,Accesorios,4,314.73,2023-03-24
96525741-5bd0-48c8-b712-166f8b178dee,324,Electrónica,7,16.49,2023-04-13
fc1099fe-bdb9-4352-bf99-5b3a59f8ffe8,788,Accesorios,9,347.81,2023-03-12
27f276ad-892b-46a7-aea3-74a80477e991,596,Accesorios,5,80.26,2023-02-20
b6632169-200d-4a94-ac68-4c7c4ce21b34,962,Computadoras,9,251.29,2023-12-28
7593a40f-dc4a-4d2a-a21c-77e5ecd7fc94,250,Videojuegos,2,483.01,2023-09-01
e2194612-9292-498f-944b-f8d0aeee1f5f,109,Accesorios,5,399.43,2023-05-02
db62e015-a1ec-4e21-baa4-dd18d9a489e5,385,Electrónica,10,446.6,2023-07-11
3c057c61-bc21-4328-be0f-8d81832a4de5,857,Accesorios,1,224.2,2023-06-28
e9cde25b-cdfd-41c0-812d-d1f6d574868c,773,Accesorios,5,260.02,2023-04-21
1f4a1962-a5db-4f03-b77c-403b23329a23,628,Hogar,8,252.6,2023-12-03
b2c80a3f-09bb-41d0-a86d-a590f4cac50d,676,Accesorios,6,250.1,2023-09-21
665c68bb-893c-49f2-a0f0-c3d0d6dff47a,731,Accesorios,7,325.85,2023-12-28
56f2cd9b-d018-4775-832c-ca5e86c68d89,410,Computadoras,1,291.28,2023-08-23
ad5dc5e1-bd3a-4bab-b9a4-ee0276ab45cf,432,Computadoras,1,372.75,2023-01-26
21d38f0f-f0b4-4872-baa9-f9937b816cb7,364,Videojuegos,7,369.58,2023-01-31
5786cd03-a671-4be5-bf1f-2d0d5a11f02b,884,Hogar,2,375.4,2023-07-22
8f07126c-0a8a-41a5-ae94-9d6caa1d0e2e,826,Electrónica,4,369.59,2023-09-16
d7efb2b2-9908-4c20-a987-9d37e5d44268,295,Accesorios,4,335.34,2023-12-14
410fd806-65f2-42a2-9668-5b44c5fac914,854,Electrónica,4,273.84,2023-08-30
1e1c9394-acfc-4e32-bf0a-ddc8d4a8d5af,105,Videojuegos,4,165.66,2023-04-06
4a1db923-2f62-41d3-b2e7-409b77a88319,799,Computadoras,2,244.75,2023-06-26
2cd35e0c-d32c-45d8-9a49-848b4ecf35b4,387,Accesorios,6,372.46,2023-10-26
cc76ee02-92ad-47a4-88ae-2d226b422c28,246,Videojuegos,10,106.33,2023-04-22
3ea955a1-9c28-4453-8e5e-7bf61bc55b32,123,Computadoras,5,438.74,2023-10-03
b9962490-a31d-498c-a3d8-9de118737047,199,Electrónica,3,362.7,2023-07-16
f10111ff-afe2-41de-8b91-4e83bab54dff,923,Accesorios,5,366.94,2023-09-05
ea6fff35-0e58-4637-97fb-f863e394c726,772,Electrónica,9,400.95,2023-04-09
de2a9194-1728-4a24-b73b-99a96dda6a5d,476,Accesorios,1,119.24,2023-09-06
56414610-aa87-406e-ace9-4144db15e29e,554,Computadoras,6,251.49,2023-11-29
87372f28-14c6-40ee-be7d-bb475d6243c4,505,Videojuegos,2,43.35,2023-06-10
aafc1e1c-c756-49ce-9bf0-7505553f10f8,921,Videojuegos,2,130.5,2023-07-09
b7f05844-0333-4742-ab9f-791335ade5f2,732,Computadoras,10,372.44,2023-03-16
6f925af6-5dab-49dd-8ba9-d844091922e5,201,Computadoras,1,344.84,2023-10-05
2f344b5b-2406-435d-98c3-477b31a15163,842,Computadoras,3,422.23,2023-10-04
cac21e4e-2366-47a8-a6bc-c1e7a02c4e6c,300,Computadoras,8,255.9,2023-06-01
