order_id,product_id,category,quantity,price,order_date
a983f545-8d2a-47e6-af52-9fbcaaba12b0,790,Accesorios,3,82.67,2014-04-01
077b9803-123c-4f88-8ed3-cbeb58027fed,402,Computadoras,9,216.68,2014-06-24
9173e2a2-c435-4b4a-89f7-989a0b16c32e,546,Videojuegos,6,301.63,2014-06-13
d15cbb90-fdab-44af-b7bf-58a3f128ef9a,318,Accesorios,9,134.76,2014-04-06
da75d22c-f996-4641-8fea-5c1ccf8ae9b3,632,Electrónica,5,401.4,2014-09-28
a0f02b2b-2be7-43ee-828d-9a7bd9afaa63,263,Videojuegos,4,346.55,2014-11-20
ea563660-f8e2-4293-98e0-73623befc086,406,Electrónica,4,394.46,2014-05-04
66865d23-261d-4030-b5b2-f294dfdcac1d,139,Computadoras,8,468.49,2014-07-15
1b7c6759-7c28-40ed-8f68-d6489ff75f19,889,Videojuegos,9,207.57,2014-03-13
7d695953-4904-4eac-9c0a-a04a0112bd0d,970,Hogar,7,467.92,2014-03-28
eb39f70c-cdbd-4558-a581-32b857d79ae4,104,Electrónica,7,18.83,2014-10-01
bfae171d-1c8e-49d1-b217-ba7d02022002,589,Accesorios,9,492.3,2014-05-17
71641049-cc8c-42a3-a109-540c723b6124,783,Videojuegos,1,354.02,2014-12-12
da471797-1d6a-4b9f-a657-c4b2f3dd54ee,293,Accesorios,1,401.78,2014-10-20
c0704cce-55f7-4e24-87f7-f7cc18dedaa6,838,Electrónica,8,446.89,2014-05-12
475fd03c-d5e5-431a-963a-7649617be4fd,797,Computadoras,6,306.08,2014-05-04
15039654-9764-4ea7-b935-edb3bf0917b8,595,Videojuegos,4,57.42,2014-08-08
0fad2954-dbc9-40bb-a33e-a780ec981112,938,Electrónica,8,432.48,2014-07-13
163c96d2-1725-4122-872c-23dad70cca91,238,Accesorios,10,372.98,2014-06-03
448a1e92-33e9-48b4-a0da-1a65ba5fcad5,978,Accesorios,1,200.31,2014-03-16
8aa6cb67-45bf-4e71-af21-f6cbebf2b7d4,222,Videojuegos,10,387.71,2014-07-09
397bdc3a-6e75-4f6e-af0a-9e19d2f4d4c5,568,Computadoras,6,382.01,2014-05-29
6302290d-32df-4c28-9abd-fe746cbad098,346,Computadoras,7,96.76,2014-09-25
29599962-3b07-4e2d-aefe-e63485b3ec8d,589,Hogar,7,315.97,2014-10-30
7642cdee-ff12-4e4c-a36f-6903c53880b0,341,Hogar,3,22.0,2014-09-19
88061339-8fae-4d31-bdfa-5e40bfae479a,822,Accesorios,1,474.41,2014-08-19
55f8c5e2-2b13-4200-903c-00fbb32638fe,702,Accesorios,3,445.78,2014-03-05
175af6d7-e0da-42b8-bed9-d435b1e3f33f,200,Computadoras,10,272.63,2014-05-13
a37fbb85-7f5a-4646-bcf0-1e8045b6bf1f,323,Accesorios,2,184.78,2014-05-11
b48b9ba9-9134-4f2b-8658-241f198f8504,257,Electrónica,7,296.96,2014-04-23
42ac0266-3282-4d31-9631-af089e0e39d3,429,Hogar,10,45.42,2014-03-14
8423b4a8-e6b6-472f-9fa8-497034eb78c0,566,Electrónica,5,232.19,2014-09-29
d95e61ae-ad59-4575-89f4-9ea261078dc0,285,Accesorios,7,425.91,2014-08-14
ccc99e5a-bbd5-4b27-9f0d-14380ae1203b,121,Hogar,6,170.87,2014-12-08
7cec87f0-1083-4ea9-b781-4a154d445e63,779,Electrónica,9,99.22,2014-05-20
86af9e1d-b598-4535-99ec-8b9b75323c65,568,Accesorios,1,416.38,2014-08-28
2bad4390-95ef-49ef-ba4c-8eac1a5247dc,901,Hogar,2,259.96,2014-07-23
168f8f3f-bf2b-44d7-bfe2-b991e3de6de5,529,Hogar,3,162.4,2014-10-04
91d4f7b9-f1ce-4726-b50c-f69617b475db,730,Accesorios,9,272.12,2014-12-14
4f286b0c-dc39-4253-8eed-2974faacc45d,165,Computadoras,10,300.69,2014-08-23
e979454d-efb9-42b6-850d-b8374ea80181,675,Computadoras,2,61.79,2014-08-13
af5817d9-4b98-4bdc-807f-a94a962f9d23,984,Accesorios,1,427.62,2014-03-29
eea9575e-7ae9-4230-9ad3-9dee750fcee3,903,Hogar,7,446.55,2014-11-19
