order_id,product_id,category,quantity,price,order_date
44570b11-eb32-4bd0-b7cf-4738842b90e5,984,Videojuegos,9,349.17,2022-04-30
bbb892ef-632a-455e-822c-c22d652ed17b,630,Electrónica,6,400.26,2022-12-12
04486934-b026-4fd0-b00b-5ecbf866bddf,982,Videojuegos,8,448.72,2022-08-24
c52ee628-26de-4298-8136-d520a8ef8978,115,Accesorios,1,204.16,2022-12-18
0d126713-24a7-4de9-96c2-b0a22f4afb78,852,Electrónica,5,262.67,2022-02-17
4435c35a-2682-4eab-9ba0-57fa8ad4ff0d,727,Accesorios,9,301.83,2022-03-06
5a4561b8-16cd-489c-ab39-b496da80f04c,203,Hogar,5,61.19,2022-03-21
069432b4-fa45-4e97-9228-955084bbd0c7,270,Accesorios,4,428.08,2022-03-09
3177c8fb-c233-4ac8-88e0-14ace9546d5f,931,Hogar,3,468.75,2022-04-09
b18dc2f2-d251-40c0-aab6-b22d467a2b0a,914,Videojuegos,6,94.58,2022-06-12
25da4a53-748c-4312-af30-b017d0243520,672,Hogar,9,235.53,2022-06-18
73621a60-390f-4f48-a4f1-6bdef3ec91c2,115,Computadoras,9,30.65,2022-12-20
77eaf931-c2db-409f-ba69-288c75d83e31,311,Hogar,4,334.69,2022-02-19
37f0a5ce-b282-4bfc-8313-249a1c9bc6fd,694,Computadoras,7,222.54,2022-02-01
6a3b8e4b-2ede-40a3-99d1-155c3864eadf,428,Computadoras,3,462.38,2022-01-29
02951564-4db2-4356-9300-16e5f5639ea0,401,Computadoras,9,168.87,2022-08-03
4d68ad5c-4a09-4099-afa8-b665a1d9958a,603,Computadoras,9,211.57,2022-11-12
2628d854-fd8a-428f-a375-2a32b95ba6cc,708,Accesorios,7,412.25,2022-07-20
4bf78ddd-8cc0-4603-9220-b3fe484c1cd9,889,Computadoras,2,139.77,2022-01-30
4ef45ad1-3389-406b-bd30-b19b88517d3b,450,Computadoras,1,377.71,2022-05-31
fe489a90-aa03-4f3a-aef0-2731914b8ed9,791,Hogar,2,241.15,2022-08-29
5f08d7fb-4d0f-4aa0-8d79-b64738a3ddb1,270,Electrónica,10,242.29,2022-06-09
8a546329-fca3-4530-aba6-aaf379838e19,506,Hogar,5,236.41,2022-05-20
2fc8f8cc-fb63-4a55-8feb-d578cd203744,368,Computadoras,10,241.13,2022-10-28
