order_id,product_id,category,quantity,price,order_date
62ab6fd9-9a06-41ae-aa39-96840f7e42dc,398,Computadoras,7,306.02,2019-11-12
031ea3e4-ace0-4528-89cb-eb0e549dae0a,918,Computadoras,2,374.31,2019-03-02
308d234d-4609-41e0-ae29-9400d3924bba,593,Videojuegos,6,142.32,2019-05-12
d1a4dd19-35b1-42a6-a878-d1f25aa01b06,992,Electrónica,3,123.58,2019-07-16
5d877f3f-9a69-4097-a0af-f5fd6c566b21,154,Hogar,3,36.49,2019-02-18
82154f2f-7b01-4d03-8709-2561d279530c,510,Accesorios,7,489.71,2019-02-10
5e20ce39-5c3a-4082-877f-a065fe691128,832,Hogar,1,193.86,2019-12-17
48fe8c0e-10fe-4e30-abb7-95e8f6bc820f,772,Electrónica,7,320.84,2019-03-03
ae9fa3a0-c6ba-42dc-b7e0-7df3f9a6bc0e,774,Hogar,2,462.93,2019-06-07
4be4a974-e251-4876-a3ab-0a99bbe6d65a,440,Computadoras,3,120.96,2019-02-02
c335d5d6-01ff-4359-8d34-2dedee6fbf49,534,Accesorios,1,251.91,2019-07-11
dc36aa5d-def3-4f56-a6de-9ed5ccf8f0fc,800,Videojuegos,7,496.34,2019-03-01
0494932f-243c-4d85-8de8-52e0add2de42,280,Computadoras,4,119.14,2019-06-20
44b7ea8f-4748-4c45-b8f4-29787b25c67e,946,Electrónica,9,327.31,2019-05-12
9bec8f76-10cd-4558-9f52-6d6fc91ec1d2,534,Hogar,1,375.0,2019-03-25
55b50b10-5460-45d0-8ffb-8e48d3f5133b,154,Computadoras,1,464.65,2019-12-12
ba0113ca-5038-47aa-bb47-896a2e56bbd3,960,Hogar,3,371.88,2019-06-21
7059db81-a74f-4939-93c7-a4125595372f,269,Videojuegos,6,38.35,2019-08-06
9ef6e55c-9ff5-4e37-b66f-c9e4de42d79b,628,Computadoras,8,176.89,2019-06-10
5793ba89-c1f2-4b3b-8c3b-6e5d1f0b0d80,421,Computadoras,10,68.99,2019-11-08
a621eecc-ab0c-4bc2-9d38-7d995ea5c427,462,Computadoras,4,89.01,2019-09-23
b74e4515-ed10-4ca9-aefc-5221b2f9fae4,107,Electrónica,8,231.68,2019-08-07
9a19ed07-267b-425d-831d-fde878d33766,412,Hogar,4,191.53,2019-09-14
46327cbb-ca7f-48f2-bf24-1a3ad823e87b,192,Accesorios,10,115.84,2019-10-09
c16d0160-b067-4aa1-ba69-e63f02a0fef8,520,Videojuegos,10,232.63,2019-07-04
2680acee-0e29-4890-bbf4-12fc7bfdeeb4,815,Accesorios,8,327.7,2019-11-25
6d966cfb-29ad-404d-927c-a131fb98d753,973,Accesorios,4,404.77,2019-11-23
92219cbe-80b5-42da-bce3-b7f7058a69d2,360,Computadoras,5,172.9,2019-12-15
1bdfabea-95d6-4129-9d17-3b174295a0bd,592,Electrónica,7,489.42,2019-09-18
0eca9f65-21a5-4903-af89-7a43187a2339,969,Computadoras,5,47.03,2019-06-28
4d2f343f-bb57-46c3-9353-6233a8f1b78f,341,Videojuegos,3,193.02,2019-02-18
3fc77a09-5f54-4be1-928c-a8b6085a0e07,429,Videojuegos,10,332.98,2019-01-08
61e64128-c1ac-424a-b008-5b5e2fa162f3,529,Accesorios,1,187.07,2019-01-06
bccd18f7-b576-48fb-b955-a688fa089deb,891,Computadoras,6,181.52,2019-10-21
7b95cf3a-2921-4ae9-9f80-fbbd81e0f0d4,458,Computadoras,10,145.97,2019-07-16
e110f2b6-943d-4e2f-a38e-d4589c8d9b81,509,Electrónica,2,331.54,2019-02-03
0c66f972-39e6-4503-bb88-8be06a9f588f,252,Hogar,5,131.94,2019-11-17
ba354f12-5323-48bb-b308-84250c4ce1d0,557,Hogar,3,121.94,2019-10-19
aa70f810-a4b1-482a-98fb-fc63beb9c22b,801,Electrónica,3,375.8,2019-10-21
02003db1-70ae-44f3-8770-ac5961df7963,114,Computadoras,8,191.69,2019-12-25
fc993f5c-c642-427f-b6d7-241d9b797e70,488,Electrónica,9,126.97,2019-06-26
318c887e-992a-459e-af1b-a7fa1e3d27e7,918,Electrónica,1,298.48,2019-10-11
ba97071a-11e7-4751-aeba-d3e254da3bab,157,Electrónica,4,448.95,2019-03-27
9065793f-c842-41f6-8f9f-07abdcf06f19,665,Electrónica,3,15.11,2019-02-06
47c9ad25-c6c0-41ae-a54a-17b687818b8c,487,Videojuegos,4,226.63,2019-04-04
bfd510cc-e3b3-42e2-ae89-b258379846eb,489,Electrónica,8,498.76,2019-02-11
3c0587a4-2044-4aab-ab3b-c210e03f6d85,763,Hogar,1,179.4,2019-05-09
9b6a9614-465a-4699-9131-98e49be4f471,112,Videojuegos,2,451.48,2019-02-09
5b332660-9345-4f5e-9ab4-a9445ba7ba8d,164,Computadoras,9,335.54,2019-07-18
bbecff98-a6bc-4968-8bc2-141f996fa979,923,Videojuegos,9,57.96,2019-02-03
fdccc5fa-147e-40be-b85c-3299ad6bb214,459,Computadoras,2,112.87,2019-12-27
18e3928a-010f-465d-974e-2a7e6e2e175a,724,Accesorios,7,181.92,2019-03-31
8cd29e38-bb23-4fec-b20a-84fa098bbf30,855,Computadoras,1,395.96,2019-01-24
45a54640-056a-435b-b6f7-f94112d5099c,197,Hogar,3,175.14,2019-10-24
2ea4072e-265d-44aa-ba25-24e12d2d62f3,963,Computadoras,4,427.92,2019-12-19
e036e071-880e-41ec-9eb7-81eb3b503774,266,Videojuegos,8,226.87,2019-04-05
3a3420b6-7d7e-4454-bfd1-eb2b454d1e1e,202,Computadoras,2,27.75,2019-10-12
ae5d9c41-ace0-4803-a13e-18b54b2d535d,668,Accesorios,9,42.27,2019-02-05
0a62b8ee-b3a6-4f94-9267-d4510edef942,791,Electrónica,5,332.13,2019-10-03
8310d86d-4b26-40e1-a7c9-2af36ae30a15,402,Electrónica,9,167.05,2019-01-24
f883e36d-5740-4309-8b29-78fb72c9acb4,738,Videojuegos,6,450.31,2019-11-11
c1dd8473-dc1b-422e-9c12-f46339b9a93d,553,Computadoras,3,467.28,2019-03-14
4156222f-e6fd-436c-81ce-e86031b5d970,432,Accesorios,5,416.54,2019-09-23
45a534e2-9266-4687-b720-288c2a166bc3,602,Videojuegos,10,39.71,2019-12-04
1b39ef9a-b3a3-4c94-ab60-76503722f9fd,467,Computadoras,9,444.36,2019-04-27
ba943346-593a-4171-9ecb-a524ca99910d,837,Electrónica,6,287.74,2019-02-27
4733cad1-5cf4-4328-85cd-d4bbc65b6b83,990,Videojuegos,4,74.98,2019-07-26
46e1dc83-daef-449e-9204-fd03f3a4a18a,828,Hogar,9,416.96,2019-06-02
1d241a63-ca7d-437b-8c09-fa372fd8441c,631,Hogar,9,374.65,2019-05-23
3fc5dc45-dbe9-4be8-b0b6-124677af2a07,984,Electrónica,3,396.95,2019-04-23
3c86ed89-aa83-4416-a85b-18d6b0e08453,528,Videojuegos,5,134.23,2019-07-28
0e6f9a1d-7ed6-4daf-aa81-7ef48db579fa,493,Accesorios,1,384.41,2019-12-01
6a49fffc-1fc3-4fc0-876f-e3749f043585,922,Electrónica,5,473.59,2019-07-19
5aed6b3d-6e9b-415c-a434-284dbf72a5ac,705,Computadoras,9,294.7,2019-02-10
5b6ec59e-5d35-453d-befa-8e57d787301c,627,Electrónica,5,29.81,2019-11-24
c45b4157-74cc-45b1-a115-868cd2a9b26f,882,Electrónica,4,425.14,2019-08-12
d9c4840d-1925-4b40-b6cd-b92966cfbc20,248,Electrónica,9,151.77,2019-01-13
81326cf2-1966-4429-98af-c8bcf017b7a0,318,Hogar,4,120.33,2019-07-18
9eb36b61-76d2-4183-bfcb-ceee260b3f92,468,Accesorios,5,133.13,2019-12-18
21863ebd-42b2-42d3-94ad-fba6d59a43d7,331,Computadoras,3,475.66,2019-09-23
03eead61-827d-4220-b623-5bb162240859,462,Electrónica,3,154.04,2019-06-05
6e85a07e-5957-4510-b3cf-e4d2712511a7,123,Electrónica,9,37.11,2019-12-19
efbcba43-5c27-4e56-8278-43215ea0eee9,492,Hogar,10,430.4,2019-09-01
aeea7ccd-f036-48c1-9af6-aefa65f9c6d7,359,Hogar,9,25.24,2019-05-26
1201034d-d3fd-41c6-9820-0f8089fbe8ac,907,Electrónica,2,372.81,2019-10-16
8fefdb89-caf2-409f-82d8-3a58159aa5bf,855,Accesorios,8,52.38,2019-07-24
d5865af7-0882-4227-92a6-c0381d2591da,699,Hogar,8,365.04,2019-09-21
f573249a-0eb1-478a-93e3-2a438ee672d0,900,Hogar,9,225.16,2019-05-28
d7f28d16-362e-42b2-b309-83aac85865a7,488,Hogar,6,53.76,2019-12-21
7df1ed91-e960-4441-930d-5d8ab11ebafa,329,Electrónica,3,261.15,2019-05-19
3b16eeb0-b953-46e4-94df-009356a92aac,408,Computadoras,9,336.43,2019-07-10
d075d748-b827-4dcd-9928-791b709688d6,975,Electrónica,1,37.41,2019-08-27
37f29f70-84f1-4332-a9aa-73ba4aee44ee,596,Videojuegos,8,246.93,2019-12-22
0a4db1b2-325d-410c-9403-7abaaa17af29,164,Computadoras,9,106.84,2019-04-11
4533da6b-0c0c-4dcc-a278-bc39fff5a052,107,Videojuegos,4,197.88,2019-09-01
d016b1e8-8212-4395-ae70-fc820e429fc5,221,Computadoras,5,391.52,2019-03-14
fd3e6310-75c8-4ee5-bd45-d6efad3b7f9e,740,Videojuegos,3,172.81,2019-08-18
45b5c24a-610c-4889-a773-77e05906b979,717,Hogar,7,121.5,2019-11-18
10403a5f-7eb0-4822-9cc3-23807dcb7f06,331,Accesorios,9,179.77,2019-07-02
349b92b5-453c-470e-83e7-edbd8dd0d1c7,582,Hogar,8,45.78,2019-12-30
2fc7e5ba-fc50-4b61-a3db-b016b1c3ccd9,374,Computadoras,1,321.78,2019-05-17
5227f158-a65d-484a-8028-87358387134e,821,Videojuegos,10,366.19,2019-07-09
623f3aa7-3f53-4b7b-a646-3c8784a495ae,799,Accesorios,10,149.43,2019-06-26
3dee5771-168e-4803-b291-f68a8d970fb4,633,Videojuegos,8,421.5,2019-09-03
77b64776-7835-4720-9ba1-35e3042cf70f,880,Electrónica,6,32.34,2019-11-20
ece13f37-9009-4521-89a1-5b4538564e29,750,Computadoras,3,315.99,2019-04-13
f085a6b0-debe-41fb-bd21-061d63474ea1,236,Electrónica,2,322.53,2019-09-30
1469711f-99b6-4828-a753-dba34216d751,890,Hogar,1,55.36,2019-11-27
f9dcdfe3-bf0d-498d-a8b6-e6dd3ccbae99,345,Computadoras,9,244.2,2019-05-22
7f6174cd-200f-4ed0-ad2e-90705365e21c,924,Computadoras,1,121.85,2019-06-16
261930e4-58d0-468b-a0c8-578de60c4771,399,Accesorios,7,125.81,2019-10-08
3832d2ab-d0bb-4fb9-9d98-94129b548957,171,Videojuegos,5,28.11,2019-06-27
c6f469a5-cada-4430-8c9c-3c6e8042b13c,514,Hogar,8,480.61,2019-05-19
8fb35ac5-ceaa-4f6d-9ba4-069a048bd75b,436,Hogar,6,153.74,2019-04-09
ccf7269c-3ca5-4e51-90ac-8c78e665a253,998,Computadoras,1,229.68,2019-04-02
666d9613-3d10-4c1b-964a-ae5ee4b709c2,442,Accesorios,2,403.32,2019-09-18
27e5a010-9a91-43ec-882b-39b142539dc5,217,Videojuegos,4,347.0,2019-11-09
1ca269c7-eb1f-494a-9c41-3664b1c6901e,797,Accesorios,7,76.0,2019-08-24
bb9f8b2b-6513-4158-b063-1ed2a97465f9,582,Electrónica,5,431.23,2019-01-15
1b29d8f6-0b48-4b73-b05f-f736a97aac6d,706,Electrónica,7,282.74,2019-02-20
7793dfd6-6e61-4158-ae8d-1f67c5881889,407,Hogar,10,415.57,2019-12-20
8bbbf573-1c0c-4336-a549-4d6ba64a9c2d,316,Electrónica,7,293.16,2019-02-05
97457aaa-bc7d-44ab-8dca-8f6745fad709,460,Accesorios,2,451.87,2019-07-26
0922da41-829d-4623-b35f-b7de570be545,906,Electrónica,1,485.96,2019-06-11
d82e0236-3ea7-429d-92b3-b922cfd22287,115,Accesorios,7,296.04,2019-05-11
52d38cb8-82a8-49c6-9928-70daeb6d9066,502,Videojuegos,6,456.03,2019-10-27
f8f421cc-877b-49fd-8ad9-78aec5e43946,530,Electrónica,7,438.36,2019-09-14
76f094c8-272f-407d-b943-017659f3110c,434,Accesorios,8,265.86,2019-03-18
fcc5ec5e-63f4-4cd5-afdc-441bf2f8fc08,984,Videojuegos,8,266.37,2019-06-27
88e946f7-6654-49e7-b9da-d9f6e05fac4f,228,Computadoras,8,176.77,2019-08-19
e8fb754a-5743-4c5a-a0db-3be240cd62b4,303,Computadoras,10,180.45,2019-07-27
bb17d2fd-b6ad-4a58-a342-09f0ccb1a131,566,Electrónica,1,24.86,2019-07-01
c9db3447-cff4-4e5d-a6fd-0517d2aadfed,694,Hogar,8,261.88,2019-11-01
3887c78e-dcb4-496b-a290-cb80f98c21ed,500,Hogar,8,82.24,2019-10-19
39dc6da6-7c24-4dec-a4b4-0331d48a9366,685,Electrónica,10,202.03,2019-12-27
0a1b54b0-a8f2-4fe7-9ea9-bc7a040a3474,128,Hogar,9,352.05,2019-10-21
6b434275-32aa-4f44-b9d1-c5e33fd255ea,103,Electrónica,6,101.41,2019-06-30
06b43ad6-4bc4-4780-a466-040b184a1a78,522,Computadoras,9,372.62,2019-12-11
7764f50d-7e50-4cf0-a2f0-b4d9743cde81,182,Hogar,1,81.99,2019-09-15
4c1276c0-2fe9-47d2-aece-f2b726ae3940,717,Computadoras,2,420.74,2019-06-19
74deb3a3-5b79-444a-9a6e-fb09d5e2326f,937,Accesorios,10,148.09,2019-02-02
5ce8568e-0a89-4fa7-b4e1-3261ccc951e6,461,Computadoras,9,480.31,2019-12-21
97b412bc-318f-4ebe-9214-4cab41ec0657,173,Videojuegos,2,152.59,2019-05-17
b1c93c15-86f7-476a-a3d8-61b9af12756b,969,Accesorios,7,107.34,2019-05-19
3bc056e1-818d-464f-b4d1-d61ef7670d11,233,Electrónica,5,143.97,2019-05-15
555116a9-b605-4b83-9509-92a4c4eeed1b,522,Hogar,1,480.52,2019-07-14
c68066c4-e7ef-4439-bdc9-ede11dc743ee,239,Accesorios,4,257.2,2019-08-27
1506975b-1708-49c4-b2e7-4219e0601005,875,Videojuegos,3,66.94,2019-02-02
4f28cebd-c2ba-4267-827a-d0e74b41ae54,938,Videojuegos,7,482.51,2019-08-04
44ae7f03-a651-43a6-892e-90121c821c29,636,Electrónica,1,101.23,2019-09-26
db1150a7-b46a-4d59-84b4-4276fbced855,210,Videojuegos,8,89.91,2019-07-14
4d936519-47d7-413b-8c46-05912d26d56e,415,Accesorios,5,24.59,2019-12-12
52a6d292-8648-402c-904c-616c1c6375b6,882,Electrónica,2,41.57,2019-05-25
0d3d6704-d4fb-4ac7-ad17-e9b946d54587,743,Hogar,10,123.03,2019-01-25
b01dd737-4019-44eb-8f91-89758de9ea4f,510,Accesorios,10,451.26,2019-09-22
